sample_id,file_path,label,domain,source_dataset,generator,split
ljspeech_LJ012-0222,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0222.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0223,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0223.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0224,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0224.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0225,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0225.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0226,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0226.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0227,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0227.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0228,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0228.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0229,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0229.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0230,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0230.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0231,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0231.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0232,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0232.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0233,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0233.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0234,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0234.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0235,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0235.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0236,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0236.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0237,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0237.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0238,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0238.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0239,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0239.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0240,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0240.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0241,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0241.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0242,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0242.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0243,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0243.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0244,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0244.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0245,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0245.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0246,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0246.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0247,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0247.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0248,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0248.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0249,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0249.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0250,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0250.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0251,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0251.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0252,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0252.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0253,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0253.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0254,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0254.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0255,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0255.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0256,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0256.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0257,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0257.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0258,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0258.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0259,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0259.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0260,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0260.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0261,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0261.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0262,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0262.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0263,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0263.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0264,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0264.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0265,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0265.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0266,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0266.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0267,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0267.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0268,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0268.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0269,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0269.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0270,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0270.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0271,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0271.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0272,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0272.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0273,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0273.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0274,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0274.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0275,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0275.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0276,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0276.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ012-0277,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0277.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0278,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0278.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0279,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0279.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0280,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0280.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0281,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0281.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0282,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0282.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0283,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0283.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0284,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0284.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0285,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0285.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0286,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0286.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0287,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0287.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0288,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0288.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0289,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0289.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ012-0290,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0290.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0291,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0291.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0292,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0292.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0293,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0293.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0294,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0294.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0295,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0295.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ012-0296,raw/voice/real/LJSpeech-1.1/wavs/LJ012-0296.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0001,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0001.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0002,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0002.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0003,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0003.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0004,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0004.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0005,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0005.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0006,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0006.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0007,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0007.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0008,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0008.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0009,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0009.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0010,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0010.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0011,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0011.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0012,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0012.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0013,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0013.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0014,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0014.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0015,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0015.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0016,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0016.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0017,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0017.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0018,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0018.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0019,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0019.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0020,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0020.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0021,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0021.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0022,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0022.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0023,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0023.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0024,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0024.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0025,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0025.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0026,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0026.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0027,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0027.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0028,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0028.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0029,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0029.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0030,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0030.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0031,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0031.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0032,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0032.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0033,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0033.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0034,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0034.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0035,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0035.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0036,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0036.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0037,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0037.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0038,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0038.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0039,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0039.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0040,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0040.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0041,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0041.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0042,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0042.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0043,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0043.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0044,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0044.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0045,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0045.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0046,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0046.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0047,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0047.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0048,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0048.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0049,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0049.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0050,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0050.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0051,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0051.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0052,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0052.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0053,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0053.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0054,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0054.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0055,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0055.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0056,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0056.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0057,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0057.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0058,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0058.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0059,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0059.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0060,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0060.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0061,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0061.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0062,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0062.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0063,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0063.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0064,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0064.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0065,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0065.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0066,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0066.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0067,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0067.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0068,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0068.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0069,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0069.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0070,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0070.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0071,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0071.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0072,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0072.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0073,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0073.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0074,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0074.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0075,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0075.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0076,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0076.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0077,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0077.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0078,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0078.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0079,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0079.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0080,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0080.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0081,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0081.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0082,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0082.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0083,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0083.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0084,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0084.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0085,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0085.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0086,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0086.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0087,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0087.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0088,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0088.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0089,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0089.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0090,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0090.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0091,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0091.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0092,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0092.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0093,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0093.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0094,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0094.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0095,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0095.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0096,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0096.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0097,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0097.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0098,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0098.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0099,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0099.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0100,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0100.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0101,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0101.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0102,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0102.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0103,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0103.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0104,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0104.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0105,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0105.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0106,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0106.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0107,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0107.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0108,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0108.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0109,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0109.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0110,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0110.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0111,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0111.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0112,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0112.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0113,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0113.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0114,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0114.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0115,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0115.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0116,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0116.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0117,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0117.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0118,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0118.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0119,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0119.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0120,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0120.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0121,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0121.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0122,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0122.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0123,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0123.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0124,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0124.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0125,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0125.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0126,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0126.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0127,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0127.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0128,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0128.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0129,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0129.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0130,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0130.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0131,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0131.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0132,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0132.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0133,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0133.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0134,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0134.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0135,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0135.wav,0.0,voice,ljspeech,human,test
ljspeech_LJ013-0136,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0136.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0137,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0137.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0138,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0138.wav,0.0,voice,ljspeech,human,train
ljspeech_LJ013-0139,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0139.wav,0.0,voice,ljspeech,human,val
ljspeech_LJ013-0140,raw/voice/real/LJSpeech-1.1/wavs/LJ013-0140.wav,0.0,voice,ljspeech,human,train
