sample_id,file_path,label,domain,source_dataset,generator,split
esc50_2-117615-E-48_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117615-E-48_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-117615-E-48_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117615-E-48_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-117615-E-48_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117615-E-48_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-117616-A-48_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117616-A-48_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-117616-A-48_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117616-A-48_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-117616-A-48_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117616-A-48_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-117617-A-48_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117617-A-48_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-117617-A-48_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117617-A-48_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-117617-A-48_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117617-A-48_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-117625-A-10_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117625-A-10_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-117625-A-10_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117625-A-10_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-117625-A-10_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117625-A-10_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-117795-A-3_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-A-3_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-117795-A-3_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-A-3_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-117795-A-3_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-A-3_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-117795-B-3_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-B-3_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-117795-B-3_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-B-3_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-117795-B-3_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-117795-B-3_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-118072-A-0_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118072-A-0_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-118072-A-0_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118072-A-0_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-118072-A-0_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118072-A-0_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-118104-A-21_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118104-A-21_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-118104-A-21_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118104-A-21_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-118104-A-21_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118104-A-21_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-118459-A-32_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-A-32_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-118459-A-32_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-A-32_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-118459-A-32_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-A-32_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-118459-B-32_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-B-32_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-118459-B-32_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-B-32_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-118459-B-32_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118459-B-32_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-118624-A-30_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118624-A-30_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-118624-A-30_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118624-A-30_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-118624-A-30_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118624-A-30_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-118625-A-30_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118625-A-30_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-118625-A-30_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118625-A-30_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-118625-A-30_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118625-A-30_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-118817-A-32_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118817-A-32_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-118817-A-32_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118817-A-32_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-118817-A-32_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118817-A-32_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-118964-A-0_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118964-A-0_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-118964-A-0_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118964-A-0_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-118964-A-0_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-118964-A-0_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-119102-A-21_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119102-A-21_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-119102-A-21_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119102-A-21_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-119102-A-21_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119102-A-21_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-119139-A-31_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119139-A-31_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-119139-A-31_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119139-A-31_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-119139-A-31_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119139-A-31_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-119161-A-8_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-A-8_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-119161-A-8_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-A-8_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-119161-A-8_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-A-8_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-119161-B-8_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-B-8_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-119161-B-8_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-B-8_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-119161-B-8_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-B-8_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-119161-C-8_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-C-8_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-119161-C-8_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-C-8_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-119161-C-8_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119161-C-8_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-119748-A-38_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119748-A-38_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-119748-A-38_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119748-A-38_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-119748-A-38_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-119748-A-38_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-120218-A-30_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-A-30_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-120218-A-30_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-A-30_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-120218-A-30_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-A-30_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-120218-B-30_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-B-30_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-120218-B-30_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-B-30_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-120218-B-30_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120218-B-30_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-120333-A-32_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120333-A-32_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-120333-A-32_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120333-A-32_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-120333-A-32_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120333-A-32_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-120586-A-6_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120586-A-6_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-120586-A-6_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120586-A-6_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-120586-A-6_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120586-A-6_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-120587-A-6_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120587-A-6_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-120587-A-6_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120587-A-6_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-120587-A-6_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-120587-A-6_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-121909-A-35_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121909-A-35_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-121909-A-35_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121909-A-35_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-121909-A-35_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121909-A-35_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-121978-A-29_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121978-A-29_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-121978-A-29_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121978-A-29_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-121978-A-29_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-121978-A-29_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122066-A-45_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-A-45_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122066-A-45_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-A-45_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122066-A-45_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-A-45_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122066-B-45_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-B-45_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122066-B-45_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-B-45_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122066-B-45_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122066-B-45_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122067-A-45_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-A-45_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-122067-A-45_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-A-45_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-122067-A-45_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-A-45_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-122067-B-45_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-B-45_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-122067-B-45_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-B-45_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-122067-B-45_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122067-B-45_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-122104-A-0_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-A-0_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122104-A-0_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-A-0_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122104-A-0_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-A-0_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122104-B-0_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-B-0_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122104-B-0_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-B-0_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122104-B-0_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122104-B-0_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122616-A-14_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122616-A-14_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122616-A-14_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122616-A-14_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122616-A-14_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122616-A-14_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122763-A-29_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-A-29_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122763-A-29_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-A-29_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122763-A-29_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-A-29_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122763-B-29_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-B-29_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122763-B-29_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-B-29_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122763-B-29_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122763-B-29_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122820-A-36_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-A-36_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-122820-A-36_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-A-36_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-122820-A-36_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-A-36_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-122820-B-36_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-B-36_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-122820-B-36_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-B-36_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-122820-B-36_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-122820-B-36_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-123712-A-33_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123712-A-33_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-123712-A-33_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123712-A-33_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-123712-A-33_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123712-A-33_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-123896-A-24_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123896-A-24_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-123896-A-24_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123896-A-24_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-123896-A-24_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-123896-A-24_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-124564-A-15_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124564-A-15_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-124564-A-15_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124564-A-15_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-124564-A-15_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124564-A-15_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-124662-A-11_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124662-A-11_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-124662-A-11_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124662-A-11_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-124662-A-11_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-124662-A-11_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-125520-A-43_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125520-A-43_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-125520-A-43_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125520-A-43_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-125520-A-43_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125520-A-43_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-125821-A-13_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125821-A-13_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-125821-A-13_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125821-A-13_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-125821-A-13_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125821-A-13_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-125875-A-13_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125875-A-13_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-125875-A-13_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125875-A-13_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-125875-A-13_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125875-A-13_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-125966-A-11_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125966-A-11_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-125966-A-11_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125966-A-11_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-125966-A-11_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-125966-A-11_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-126433-A-17_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126433-A-17_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-126433-A-17_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126433-A-17_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-126433-A-17_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126433-A-17_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-126756-A-29_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126756-A-29_seg0000.wav,0.0,non_human,esc50,real,val
esc50_2-126756-A-29_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126756-A-29_seg0001.wav,0.0,non_human,esc50,real,val
esc50_2-126756-A-29_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-126756-A-29_seg0002.wav,0.0,non_human,esc50,real,val
esc50_2-127108-A-38_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127108-A-38_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-127108-A-38_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127108-A-38_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-127108-A-38_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127108-A-38_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-127109-A-6_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127109-A-6_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-127109-A-6_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127109-A-6_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-127109-A-6_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-127109-A-6_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-128465-A-43_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-A-43_seg0000.wav,0.0,non_human,esc50,real,test
esc50_2-128465-A-43_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-A-43_seg0001.wav,0.0,non_human,esc50,real,test
esc50_2-128465-A-43_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-A-43_seg0002.wav,0.0,non_human,esc50,real,test
esc50_2-128465-B-43_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-B-43_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-128465-B-43_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-B-43_seg0001.wav,0.0,non_human,esc50,real,train
esc50_2-128465-B-43_seg0002,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128465-B-43_seg0002.wav,0.0,non_human,esc50,real,train
esc50_2-128631-A-21_seg0000,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128631-A-21_seg0000.wav,0.0,non_human,esc50,real,train
esc50_2-128631-A-21_seg0001,/content/drive/MyDrive/AI-Innovation-Data/Processed/non_human/real/esc50/2-128631-A-21_seg0001.wav,0.0,non_human,esc50,real,train
